id,label,text,clean_text,cl_data
4995,0,Sister ಹಾಗೆಲ್ಲ ಮಾಡಲ್ಲ ನಾವು ಯಾರಾದರೂ ತಪ್ಪು ಮಾಡ್ತಿದ್ದೀರೆ ಅಂದಾಗ ಅವರನ್ನ roast ಮಾಡ್ತಿವಿ ಅಷ್ಟೇ.. ಅದು entertainmentಗೆ ಅಷ್ಟೇ.. ತುಂಬಾ ಧನ್ಯದಗಳು ಹೀಗೆ support ಮಾಡ್ತೀರಿ,Sister ಹಾಗೆಲ್ಲ ಮಾಡಲ್ಲ ನಾವು ಯಾರಾದರೂ ತಪ್ಪು ಮಾಡ್ತಿದ್ದೀರೆ ಅಂದಾಗ ಅವರನ್ನ roast ಮಾಡ್ತಿವಿ ಅಷ್ಟೇ ಅದು entertainmentಗೆ ಅಷ್ಟೇ ತುಂಬಾ ಧನ್ಯದಗಳು ಹೀಗೆ support ಮಾಡ್ತೀರಿ,"6,6,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,4,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,2,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,4,4,4,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1"
4996,0,@Creative Kannadiga ಹೂ ಅಣ್ಣ ನಿಮ್ಮ ವೀಡಿಯೋ ದಿನಾ ನೋಡ್ತೀನಿ ನಾನು ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮಾತಾಡ್ತೀರ ನಾನು ಲಾಸ್ಟ್ ಅಲ್ಲಿ ತಮಾಷೆ ಮಾಡ್ದೆ ಅಷ್ಟೇ ಅಣ್ಣ ಹೀಗೆ ನಗಿಸುತ್ತಾ ಇರೀ ಅಣ್ಣ ಆ ದೇವರು ನಿಮಗೆ ಒಳ್ಳೇದ್ ಮಾಡ್ಲೀ.....ತುಂಬಾ ಥ್ಯಾಂಕ್ಸ್ ರಿಪ್ಲೈ ಮಾಡಿದಕ್ಕೆ ಇದರಲ್ಲೇ ಗೊತ್ತಾಗುತ್ತೆ ನೀವು ಅಭಿಮಾನಿಗಳನ್ನ ಎಷ್ಟು ಪ್ರೀತಿಸುತ್ತೀರಾ ಅಂತ,Creative Kannadiga ಹೂ ಅಣ್ಣ ನಿಮ್ಮ ವೀಡಿಯೋ ದಿನಾ ನೋಡ್ತೀನಿ ನಾನು ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮಾತಾಡ್ತೀರ ನಾನು ಲಾಸ್ಟ್ ಅಲ್ಲಿ ತಮಾಷೆ ಮಾಡ್ದೆ ಅಷ್ಟೇ ಅಣ್ಣ ಹೀಗೆ ನಗಿಸುತ್ತಾ ಇರೀ ಅಣ್ಣ ಆ ದೇವರು ನಿಮಗೆ ಒಳ್ಳೇದ್ ಮಾಡ್ಲೀ ತುಂಬಾ ಥ್ಯಾಂಕ್ಸ್ ರಿಪ್ಲೈ ಮಾಡಿದಕ್ಕೆ ಇದರಲ್ಲೇ ಗೊತ್ತಾಗುತ್ತೆ ನೀವು ಅಭಿಮಾನಿಗಳನ್ನ ಎಷ್ಟು ಪ್ರೀತಿಸುತ್ತೀರಾ ಅಂತ,"2,2,1,1,1,1,1,1,1,2,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1"
4997,0,ಅಭಿಮಾನಿ ಅನ್ನೋದು ದೊಡ್ಡ ಮಾತು,ಅಭಿಮಾನಿ ಅನ್ನೋದು ದೊಡ್ಡ ಮಾತು,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2"
4998,0,@Creative Kannadiga ಯಾಕೆ ಹೀರೋ ಹೀರೋಯಿನ್ ಗಳಿಗೆ ಮಾತ್ರ ಅಭಿಮಾನಿ ಆಗ್ಬೇಕ ನಾವ್ ಟ್ಯಾಲೆಂಟ್ ಗೆ ಬೆಲೆ ಕೊಡ್ತೀವಿ ಅಣ್ಣ ನಿಮಗೆ ಟ್ಯಾಲೆಂಟ್ ಇದೆ ಅದಿಕ್ಕೆ ನಮಗೆ ಅಭಿಮಾನ ಇದೆ ಅಷ್ಟೇ🥰,Creative Kannadiga ಯಾಕೆ ಹೀರೋ ಹೀರೋಯಿನ್ ಗಳಿಗೆ ಮಾತ್ರ ಅಭಿಮಾನಿ ಆಗ್ಬೇಕ ನಾವ್ ಟ್ಯಾಲೆಂಟ್ ಗೆ ಬೆಲೆ ಕೊಡ್ತೀವಿ ಅಣ್ಣ ನಿಮಗೆ ಟ್ಯಾಲೆಂಟ್ ಇದೆ ಅದಿಕ್ಕೆ ನಮಗೆ ಅಭಿಮಾನ ಇದೆ ಅಷ್ಟೇ,"1,2,1,1,1,1,1,1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
4999,0,12pm start madi 5pm complete madde,pm start madi pm complete madde,"3,6,6,2,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,3,3,1,1,1,4,4,4,4,1,1,3"
5000,0,Bro tiktok ban agilla anta helta idare nija na,Bro tiktok ban agilla anta helta idare nija na,"28,2,1,1,1,4,4,4,1,1,1,3,3,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,28,28,28,28,28,28,28,28,28,28,28,28,28"
5001,0,bro same video part 2 madu bro please plsssssssssssssssssssssssssssssssssssss swalpa bindu Gowda na akond roaste madu bro,bro same video part madu bro please plsssssssssssssssssssssssssssssssssssss swalpa bindu Gowda na akond roaste madu bro,"4,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,3,3,3,1,1,3,3,3,6,2,1,1,1,1,1,1,2,2,1,1,1,1,5,5,10,2,1,1,1,1,1,1,4,4,2,2,4"
5002,0,ಖಂಡಿತ ಮಾಡ್ತಿನಿ bro,ಖಂಡಿತ ಮಾಡ್ತಿನಿ bro,"1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1"
5003,0,Insta link ಅಕಿದ್ದೀನಿ ನೋಡಿ bro ಅಲ್ಲಿ ಬಂದು,Insta link ಅಕಿದ್ದೀನಿ ನೋಡಿ bro ಅಲ್ಲಿ ಬಂದು,"1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2"
5004,0,nim songs super,nim songs super,"1,1,1,2,2,6,3,3,3,6,2,3,6,6,6"
5005,0,Olle kelsa Alva mem,Olle kelsa Alva mem,"1,1,1,3,3,6,6,6,6,6,1,1,1,1,1,1,1,1,1"
5006,0,Ivrigella hige agbeku,Ivrigella hige agbeku,"1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,1"
5007,0,Super annaa    🤗🤗,Super annaa,"3,3,6,6,6,1,1,1,3,3,3"
5008,1,Tiktokers present situation... nನೋಡುವವರು ಯಾರು ನಮ್ಮ ವೀಡಿಯೋನೂ,Tiktokers present situation nನೋಡುವವರು ಯಾರು ನಮ್ಮ ವೀಡಿಯೋನೂ,"1,4,4,4,12,12,12,3,3,1,1,4,4,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1"
5009,0,Tik tok banu nan kicha Sudeep fanu egide  comment madi,Tik tok banu nan kicha Sudeep fanu egide comment madi,"1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,2,6,3,6,2,3,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1"
5010,0,Bro nanu kichcha fan bro...,Bro nanu kichcha fan bro,"1,2,1,1,1,1,1,3,3,1,3,3,3,3,1,3,3,1,1,1,1,2,2,1"
5011,0,Olledaytu bidi mem,Olledaytu bidi mem,"1,1,1,12,12,12,12,12,3,3,3,3,1,3,3,3,3,3"
5012,1,No.. 1 sec saku summe mnt ella waste madtara,No sec saku summe mnt ella waste madtara,"1,1,1,2,1,2,1,2,8,8,4,4,2,2,6,6,3,3,1,1,1,1,1,1,1,8,8,4,4,2,1,1,1,1,1,1,1,3,6,6"
5013,1,Nam salwagi kadiyali eddu kasta padtare army dauaru  but ewrige tiktok du hatide thunima  India dali edre India jana hage erli thoo nima chanagi matadiya anna tq,Nam salwagi kadiyali eddu kasta padtare army dauaru but ewrige tiktok du hatide thunima India dali edre India jana hage erli thoo nima chanagi matadiya anna tq,"1,2,1,2,2,30,30,15,15,5,5,5,5,5,10,10,10,10,10,10,10,1,1,1,4,4,2,2,2,1,1,1,1,2,1,1,5,5,5,5,5,5,5,5,1,1,12,12,12,12,6,6,6,6,6,6,6,3,3,3,1,1,1,1,4,4,4,1,1,1,1,1,1,1,4,4,4,2,1,1,1,1,1,1,4,4,4,1,1,1,4,4,4,1,1,1,1,1,1,4,4,2,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,2,4,4,4,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,4,2,1,2,1,1,1,4,4,4,2,4,1,1,1,1,1,1,1,1"
5014,1,ಏನ್ ....... ಪಾ ಅವರ್ನ್,ಏನ್ ಪಾ ಅವರ್ನ್,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1"
5015,1,ಎಲೆ ಅಡಿಕೆ ಅಕಂಡು ಉಗಿ ಗುರು,ಎಲೆ ಅಡಿಕೆ ಅಕಂಡು ಉಗಿ ಗುರು,"1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1"
5016,0,Super brother nev heledu estondu visaya ede anta gotedella super nem fan bro nan,Super brother nev heledu estondu visaya ede anta gotedella super nem fan bro nan,"10,10,10,10,10,10,2,2,4,4,4,4,4,4,1,2,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,12,12,12,12,12,12,12,3,3,3,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,10,10,10,10,10,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1"
5017,0,ಸೂಪರ್ ವಿಡಿಯೋ ಗುರು ಇದೆ ರೀತಿ ವಿಡಿಯೋ ಮಾಡಿ ಚೀನಾ ಉರೋಕೊಬೇಕು,ಸೂಪರ್ ವಿಡಿಯೋ ಗುರು ಇದೆ ರೀತಿ ವಿಡಿಯೋ ಮಾಡಿ ಚೀನಾ ಉರೋಕೊಬೇಕು,"1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1"
5018,1,Nanu tiktak ballisilla avivekialu youtub nu... Kuda almadutidira nimmantorinda aellu agutte,Nanu tiktak ballisilla avivekialu youtub nu Kuda almadutidira nimmantorinda aellu agutte,"1,1,1,1,1,1,12,12,12,12,3,3,3,3,1,1,4,2,1,2,1,1,1,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,6,6,6,3,3,3,3,1"
5019,0,ಸೂಪರ್ ಬ್ರೋ,ಸೂಪರ್ ಬ್ರೋ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2"
5020,1,ಅ ಬಿಂದು ಲವಡಗೆ modalu ತಿಕ್ಕ odibeku ಗುರು.....,ಅ ಬಿಂದು ಲವಡಗೆ modalu ತಿಕ್ಕ odibeku ಗುರು,"1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2"
5021,1,Bindhu sulee tiktok sadee  roast Madhu ivaladhuuu full roast madeeee jai indian army,Bindhu sulee tiktok sadee roast Madhu ivaladhuuu full roast madeeee jai indian army,"1,1,1,1,1,4,4,2,1,1,1,1,1,1,4,4,4,1,1,1,2,10,10,10,5,5,5,5,20,20,20,4,4,4,1,1,3,3,3,3,3,1,1,1,1,4,4,4,4,2,1,1,1,1,3,3,3,3,3,3,1,1,1,3,3,1,1,1,12,12,12,12,12,1,1,1,1,1,1,3,3,3,3"
5022,0,ಕರೆಕ್ಟ್ ಬ್ರದರ್ love you bro,ಕರೆಕ್ಟ್ ಬ್ರದರ್ love you bro,"1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,1"
5023,0,En guru nim video ge fan agode aitu nimge namma kade inda subscribe,En guru nim video ge fan agode aitu nimge namma kade inda subscribe,"1,1,3,6,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,6,6,6,4,4,4,2,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,6,3,3,6,2,1,2,1"
5024,0,Super bro.........yen roast madtiya bro ....,Super bro yen roast madtiya bro,"6,3,6,6,6,6,2,2,1,1,1,1,1,1,5,5,20,20,20,4,4,4,1,1,4,2,4,4,2,2,6"
5025,0,Spr kannadiga 🤘🤘,Spr kannadiga,"3,3,9,9,9,9,9,1,1,1,6,3,3"
5026,1,Tik tok nan shataa🤣🤣,Tik tok nan shataa,"1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4"
5027,0,Super rost Anna,Super rost Anna,"4,4,4,8,8,8,2,1,2,1,1,1,1,4,4"
5028,1,ಲೋ ಫಸ್ಟ್ ನೀನು ಒಳ್ಳೆ ಮಾತನಾಡೋ,ಲೋ ಫಸ್ಟ್ ನೀನು ಒಳ್ಳೆ ಮಾತನಾಡೋ,"1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2"
5029,0,Super Anna. Neev helid Matu 100% nija. Onedu Matalu oned artayide.,Super Anna Neev helid Matu nija Onedu Matalu oned artayide,"12,3,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,24,24,24,24,24,24,24,3,3,3,3,3,3,3,1,1,1,3,3,6,2,1,1,1,12,12,12,12,12,12,12,12"
5030,0,Hi nan nim vedios nodthini thumba funny agi roast madthira,Hi nan nim vedios nodthini thumba funny agi roast madthira,"1,3,3,1,1,1,1,1,3,3,3,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,6,6,2,1,2,2,4,8,8,8,4,4,4,1,1,1,3,3,3"
5031,1,Super Anna sakathagi ugdidira,Super Anna sakathagi ugdidira,"3,3,6,6,6,1,1,1,1,1,1,2,6,6,3,6,6,2,1,1,1,2,2,1,1,1,3,3,3"
5032,0,Bro niu videos dali torso gems name yanu,Bro niu videos dali torso gems name yanu,"1,2,1,8,8,8,4,4,4,2,4,2,4,4,1,1,2,1,2,1,1,1,2,2,8,8,8,8,8,8,1,1,1,1,1,1,6,6,6,1"
5033,1,Tik tok ban madirodrinda yargadru bejaragi frustration agidre bandu nan tun  undbidri samadaana agbahdu ella Andre Nim helna neeve tindbidi soo mindri mundera adra madorgu nimgu no changes e comment ge yalla Hindustan supporters reply maadinnChaina support madorge yav Tara k beku,Tik tok ban madirodrinda yargadru bejaragi frustration agidre bandu nan tun undbidri samadaana agbahdu ella Andre Nim helna neeve tindbidi soo mindri mundera adra madorgu nimgu no changes e comment ge yalla Hindustan supporters reply maadinnChaina support madorge yav Tara k beku,"1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,4,2,4,4,2,1,2,1,1,1,2,1,2,1,1,1,11,11,11,11,11,11,11,11,11,1,1,1,6,6,6,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,4,4,2,1,2,2,2,1,1,1,3,3,1,1,1,4,4,4,4,1,1,3,3,1,1,1,2,1,1,1,4,2,1,1,1,1,1,1,1,3,3,1,1,1,1,4,4,2,1,1,1,1,1,4,2,1,2,1,2,2,2,4,4,4,4,1,1,3,3,1,1,1,1,1,4,4,4,1,4,4,2,4,4,1,1,1,1,2,2,1,1,1,1,1,3,3,3,1,1,1,2,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,4,2,2,1,1,1,1,2,4,4,4,12,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,12,3,3,3,1,1,1,1,2,1,1,1,3,3,1,1,1,3,9,9,9,9,1,1,1,1,1"
5034,0,Super guru,Super guru,"3,3,9,9,9,9,3,3,3,3"
5035,1,ಮೊದಲು ನಿನ್ನ ಗುಲಾಮು ಜಾಮ್ ಬಿದ್ದಿದ್ದ ನೋಡು,ಮೊದಲು ನಿನ್ನ ಗುಲಾಮು ಜಾಮ್ ಬಿದ್ದಿದ್ದ ನೋಡು,"1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2"
5036,0,Super Guru,Super Guru,"6,3,3,3,3,3,6,6,6,6"
5037,1,Channag ugide bro,Channag ugide bro,"1,1,1,1,8,8,8,8,1,1,1,1,1,1,2,2,1"
5038,0,ಸೂಪರ್ ಬಾಸ್ ಅದ್ಭುತ ಒಳ್ಳೆ ಟ್ಯಾಲೆಂಟ್ ಇದೆ ನಿಮ್ಮಲ್ಲಿ,ಸೂಪರ್ ಬಾಸ್ ಅದ್ಭುತ ಒಳ್ಳೆ ಟ್ಯಾಲೆಂಟ್ ಇದೆ ನಿಮ್ಮಲ್ಲಿ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1"
5039,0,Yen bro nivu supper nim fan agbitte,Yen bro nivu supper nim fan agbitte,"1,1,1,1,2,2,1,4,4,4,2,4,4,2,4,4,4,4,4,4,1,2,1,2,1,1,1,1,4,4,4,2,4,4,1"
5040,0,FULL BENKI VIDEO,FULL BENKI VIDEO,"1,1,1,1,1,2,1,1,4,4,4,1,1,1,1,1"
5041,0,Super video anna,Super video anna,"10,10,10,10,10,10,1,1,1,1,1,1,1,1,10,10"
5042,0,nimm mathu  saryagi heliddira super,nimm mathu saryagi heliddira super,"1,2,1,1,1,1,1,1,1,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,8,8,8,8,2,3,6,6,2"
5043,0,Nivu. Helodu sari china app ban agalebeku,Nivu Helodu sari china app ban agalebeku,"1,4,2,1,1,1,3,3,12,12,4,4,2,2,2,8,8,8,1,1,1,1,1,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1"
5044,0,Neen super guru🤩🤣,Neen super guru,"1,1,1,1,2,2,18,18,18,18,18,3,3,3,3"
5045,1,ಸರಿಯಾಗಿ ಹೇಳ್ದೆ ಗುರು ಊಗಿ ಚೀನಾಗೆ ಹುಟ್ದ್ ಗ್ ಆಡೋ ನಾಯ್ಗಳಿಗೆ,ಸರಿಯಾಗಿ ಹೇಳ್ದೆ ಗುರು ಊಗಿ ಚೀನಾಗೆ ಹುಟ್ದ್ ಗ್ ಆಡೋ ನಾಯ್ಗಳಿಗೆ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1"
5046,1,ಬಿಂದು ಗೆ ಹೂಡಿ ಮೇಟ್ನಗೆ...ಟಿಕ್ಟಾಕ್ ಗೆ ಹುಟ್ಟಿದ್ದುಅನ್ನೂಗೆ ಹೇಳ್ತ್ತಳೆ....ಸೂಪರ್ ಗೆ ವಿಡಿಯೋ ಮಾಡಿದ್ದಿಯಾ ಗುರು...i love india,ಬಿಂದು ಗೆ ಹೂಡಿ ಮೇಟ್ನಗೆ ಟಿಕ್ಟಾಕ್ ಗೆ ಹುಟ್ಟಿದ್ದುಅನ್ನೂಗೆ ಹೇಳ್ತ್ತಳೆ ಸೂಪರ್ ಗೆ ವಿಡಿಯೋ ಮಾಡಿದ್ದಿಯಾ ಗುರು i love india,"1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,1,1,1,1,1,1,2,1,1,1,1"
5047,0,Sir super matadidre,Sir super matadidre,"2,4,4,4,2,10,10,10,10,10,1,1,1,1,1,1,1,4,4"
5048,0,Anna tumba channag madtiraa.. Super,Anna tumba channag madtiraa Super,"1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,4,4,4,4,1,1,12,12,12,12,12,2,3,6,6,6"
5049,1,Super anna bindass agi mathadiddira inshatu makake ugudru kelavar adaralli erthivi navu anthare antha mental people na mental hospital ge akbeku,Super anna bindass agi mathadiddira inshatu makake ugudru kelavar adaralli erthivi navu anthare antha mental people na mental hospital ge akbeku,"10,10,10,10,10,1,1,1,1,1,1,3,3,3,3,3,3,3,6,6,2,1,2,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,9,9,3,3,6,6,6,6,3,3,3,3,3,1,3,6,6,6,1,1,1,2,2,1,1,1,1,1,1,1,4,2,1,1,1,1,8,8,8,2,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,1,1,1,1,2,4,4,2,20,20,20,20,10"
5050,1,corrcet aghi baydidira doddhu hero thara adthare thu....,corrcet aghi baydidira doddhu hero thara adthare thu,"2,20,20,20,20,20,20,20,20,5,5,5,5,5,5,5,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,3,3,3,3,1,1,1,2,2,1,1,1,1,2"
